"name","mz","rt","MS2.spectrum.name","Candidate.number","Level","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"M217T722",217.0155151,721.7023926,NA,3,3,"Diphenyl disulfide","882-33-7","HMDB0031823","NA","HMDB0031823","(M-H)-","1.058500",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M217T419",217.0866931,418.6149902,NA,3,3,"4-hydroxy-2-methoxy-3-(3-methylbut-2-en-1-yl)benzoic acid","NA","HMDB0124833","NA","HMDB0124833","(M-H2O-H)-","0.6647375",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T203",217.9844855,202.5112381,NA,3,3,"4-Nitrophenyl phosphate","NA","HMDB0060272","C03360","HMDB0060272","(M-H)-","3.719853",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T89",218.0291954,89.42428589,NA,3,3,"N-(4-hydroxyphenyl)ethoxycarbothioamide","53409-36-2","HMDB0033179","NA","HMDB0033179","(M+Na-2H)-"," 8.615272",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T500",218.0851773,500.4335938,NA,3,3,"3-Methyl-3H-imidazo[4,5-f]quinoxalin-2-amine","108354-47-8","HMDB0040443","NA","HMDB0040443","(M+F)-","1.204968",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T425",218.0820263,425.3227234,NA,3,3,"N-Lactoylphenylalanine","183241-73-8","HMDB0062175","NA","HMDB0062175","(M-H2O-H)-","0.4541675",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T944",218.0065378,944.2440186,NA,3,3,"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate","NA","HMDB0006955","C04604","HMDB0006955","(M+Na-2H)-","1.461347",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T723",218.0308466,722.9813843,NA,3,3,"N-(4-hydroxyphenyl)ethoxycarbothioamide","53409-36-2","HMDB0033179","NA","HMDB0033179","(M+Na-2H)-","12.74327",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T213",218.048676,213.268692,NA,3,3,"4-Ethylphenylsulfate","NA","HMDB0062551","NA","HMDB0062551","(M+NH4-2H)-","1.509940",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T356",218.066423,356.0497742,NA,3,3,"N-(1-Deoxy-1-fructosyl)glycine","60644-20-4","HMDB0037848","NA","HMDB0037848","(M-H2O-H)-","1.322098",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T852",218.0308043,852.0891113,NA,3,3,"N-(4-hydroxyphenyl)ethoxycarbothioamide","53409-36-2","HMDB0033179","NA","HMDB0033179","(M+Na-2H)-","12.63752",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M218T708",218.1675539,708.0686646,NA,3,3,"Diethylcarbamazine","90-89-1","HMDB0014849","C07968","HMDB0014849","(M+F)-"," 0.4789775",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T1168",218.9719713,1168.109976,NA,3,3,"[(oxolan-2-yl)methoxy]sulfonic acid","NA","HMDB0126547","NA","HMDB0126547","(M+K-2H)-","3.808240",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T207",219.0238927,207.43853,NA,3,3,"6-(2-amino-2-carboxyethyl)-4-hydroxybenzothiazole","NA","HMDB0062793","NA","HMDB0062793","(M-H2O-H)-","1.448340",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T42",218.9988352,41.94189453,NA,3,3,"Ethionamide sulphoxide","NA","HMDB0060624","NA","HMDB0060624","(M+K-2H)-"," 2.871105",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T99",219.0323997,99.31790161,NA,3,3,"Harman","486-84-0","HMDB0035196","C09209","HMDB0035196","(M+K-2H)-","1.496575",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T482",219.0698446,482.4953918,NA,3,3,"3,6-Dihydro-4-(4-methyl-3-pentenyl)-1,2-dithiin","73188-23-5","HMDB0030009","NA","HMDB0030009","(M+F)-","4.006770",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T350",219.0332757,350.0823059,NA,3,3,"L-4-Chlorotryptophan","52448-14-3","HMDB0030400","NA","HMDB0030400","(M-H2O-H)-","0.6759675",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T1069",218.9719935,1069.379976,NA,3,3,"[(oxolan-2-yl)methoxy]sulfonic acid","NA","HMDB0126547","NA","HMDB0126547","(M+K-2H)-","3.752740",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T958",218.9720231,958.1373901,NA,3,3,"[(oxolan-2-yl)methoxy]sulfonic acid","NA","HMDB0126547","NA","HMDB0126547","(M+K-2H)-","3.678740",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T736",219.0270466,736.2062988,NA,3,3,"Syringic acid","530-57-4","HMDB0002085","C10833","HMDB0002085","(M+Na-2H)-","1.192055",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T506",219.1386155,506.4806061,NA,3,3,"3,4-Dimethyl-5-pentyl-2-furanpropanoic acid","116627-39-5","HMDB0112083","NA","HMDB0112083","(M-H2O-H)-","0.947670",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T727",219.1389737,727.4451294,NA,3,3,"3,4-Dimethyl-5-pentyl-2-furanpropanoic acid","116627-39-5","HMDB0112083","NA","HMDB0112083","(M-H2O-H)-","0.052170",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M219T900",219.1387772,899.6751709,NA,3,3,"3,4-Dimethyl-5-pentyl-2-furanpropanoic acid","116627-39-5","HMDB0112083","NA","HMDB0112083","(M-H2O-H)-","0.543420",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T193",220.0541907,192.5912323,NA,3,3,"Sinalexin","NA","HMDB0032026","NA","HMDB0032026","(M+NH4-2H)-","2.107195",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T455",220.079656,455.0037994,NA,3,3,"Cevimeline","107233-08-9","HMDB0014331","NA","HMDB0014331","(M+Na-2H)-","4.677848",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T552",220.0976805,552.2337341,NA,3,3,"Metaxalone","1665-48-1","HMDB0014798","C07934","HMDB0014798","(M-H)-","0.5321275",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T870",220.1465575,869.8029785,NA,3,3,"Bufotenin","487-93-4","HMDB0041842","C08299","HMDB0041842","(M+NH4-2H)-","2.485890",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T466",220.1269613,466.3262177,NA,3,3,"Serylvaline","51782-06-0","HMDB0029052","NA","HMDB0029052","(M+NH4-2H)-","8.364257",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M220T717",220.1465938,717.1887817,NA,3,3,"Bufotenin","487-93-4","HMDB0041842","C08299","HMDB0041842","(M+NH4-2H)-","2.576640",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T34",220.9758268,33.74858856,NA,3,3,"5-Hydroxyisourate","6960-30-1","HMDB0030097","C11821","HMDB0030097","(M+K-2H)-"," 9.93041",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T113",220.9867742,112.5110245,NA,3,3,"3,4-Dihydroxymandelic acid","775-01-9","HMDB0001866","C05580","HMDB0001866","(M+K-2H)-","2.502085",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T196",220.9803548,195.9868469,NA,3,3,"Acetazolamide","59-66-5","HMDB0014957","C06805","HMDB0014957","(M-H)-","1.191645",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T960",220.96825,959.5030823,NA,3,3,"Polystyrene sulfonate","28210-41-5","HMDB0015435","NA","HMDB0015435","(M+K-2H)-","0.586770",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T1095",220.9685411,1094.759976,NA,3,3,"Polystyrene sulfonate","28210-41-5","HMDB0015435","NA","HMDB0015435","(M+K-2H)-","1.314520",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T259",221.0566066,258.5154419,NA,3,3,"(±)-2-(1-Methylpropyl)-4,6-dinitrophenol","88-85-7","HMDB0032559","C14302","HMDB0032559","(M-H2O-H)-","0.287260",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T96",221.0493684,95.71033478,NA,3,3,"Propyl 1-(propylsulfinyl)propyl disulfide","NA","HMDB0033071","NA","HMDB0033071","(M-H2O-H)-","0.897330",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T533",221.0923777,532.7129211,NA,3,3,"(2S)-2-hydrazinyl-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropanoic acid","NA","HMDB0142637","NA","HMDB0142637","(M-H2O-H)-","1.823258",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M221T745",221.1503076,745.2835083,NA,3,3,"Pantothenol","81-13-0","HMDB0004231","C05944","HMDB0004231","(M+NH4-2H)-","1.001253",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M222T106",222.0299976,106.3844833,NA,3,3,"(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine","176698-63-8","HMDB0034912","NA","HMDB0034912","(M+K-2H)-","3.390917",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M222T282",222.0604192,282.1049194,NA,3,3,"Methyl (Z)-5-(5-methyl-2-thienyl)-2-penten-4-ynoate","NA","HMDB0033995","NA","HMDB0033995","(M+NH4-2H)-","2.422365",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M222T558",222.0850705,557.5692444,NA,3,3,"(alpha-keto-dimethyl-delta-N,N-Dimethylguanidynol) valeric acid","107347-90-0","HMDB0240212","NA","HMDB0240212","(M+Na-2H)-","2.427138",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M222T702",222.1577586,702.0578613,NA,3,3,"Agrocybenine","178764-92-6","HMDB0041445","NA","HMDB0041445","(M+NH4-2H)-"," 8.63652",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T28",222.8502047,28.2775507,NA,1,3,"1,1,2-Trichloro-1,2,2-trifluoroethane","76-13-1","HMDB0031155","NA","HMDB0031155","(M+K-2H)-","0.40759",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T97",223.0200486,96.6599,NA,3,3,"Cysteinyl-Cysteine","NA","HMDB0028772","NA","HMDB0028772","(M-H)-","3.96260",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T205",223.0280721,205.1189423,NA,3,3,"1-Methoxy-1H-indole-3-acetonitrile","30536-48-2","HMDB0040973","NA","HMDB0040973","(M+K-2H)-","0.397870",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T324",223.0606318,324.0116577,NA,3,3,"2-Amino-1,6-dimethylfuro[3,2-e]imidazo[4,5-b]pyridine","132898-08-9","HMDB0035175","NA","HMDB0035175","(M+Na-2H)-","1.177095",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T520",223.0969881,520.41745,NA,3,3,"2-(4-hydroxy-3-methylbut-2-en-1-yl)-5-methoxybenzene-1,3-diol","NA","HMDB0124917","NA","HMDB0124917","(M-H)-","1.427238",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T931",223.0278162,930.6124573,NA,3,3,"1-Methoxy-1H-indole-3-acetonitrile","30536-48-2","HMDB0040973","NA","HMDB0040973","(M+K-2H)-","0.241880",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M223T831",223.1609332,831.0570679,NA,3,3,"Arenaine","35471-10-4","HMDB0030354","C09912","HMDB0030354","(M+NH4-2H)-","11.17755",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T99",224.0231937,98.89353943,NA,3,3,"Amrinone","60719-84-8","HMDB0015496","C13594","HMDB0015496","(M+K-2H)-","0.0794375",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T196",224.0563814,195.6322021,NA,3,3,"2-{[hydroxy(3-hydroxy-5-methoxyphenyl)methylidene]amino}acetic acid","NA","HMDB0128032","NA","HMDB0128032","(M-H)-","0.102645",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T555",224.06202,554.7686157,NA,3,3,"(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide","NA","HMDB0034425","NA","HMDB0034425","(M+NH4-2H)-","3.268545",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T261",224.0561273,260.5437469,NA,3,3,"2-{[hydroxy(3-hydroxy-5-methoxyphenyl)methylidene]amino}acetic acid","NA","HMDB0128032","NA","HMDB0128032","(M-H)-","0.737895",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T397",224.0763265,397.0877838,NA,3,3,"N-Propionylmethionine","NA","HMDB0094704","NA","HMDB0094704","(M+F)-","0.4049475",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T332",224.0502117,332.0458374,NA,3,3,"2,3-Dihydro-5-(5-methyl-2-furanyl)-1H-pyrrolizine","NA","HMDB0040012","NA","HMDB0040012","(M+K-2H)-"," 4.744143",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T977",224.0616413,977.3937073,NA,3,3,"(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide","NA","HMDB0034425","NA","HMDB0034425","(M+NH4-2H)-","2.321795",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T855",224.0615907,855.1913452,NA,3,3,"(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide","NA","HMDB0034425","NA","HMDB0034425","(M+NH4-2H)-","2.195295",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T634",224.1369468,634.1091919,NA,3,3,"Lysyl-Proline","NA","HMDB0028959","NA","HMDB0028959","(M-H2O-H)-","8.611882",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M224T495",224.128915,495.2715607,NA,3,3,"Tiglylcarnitine","64681-36-3","HMDB0002366","NA","HMDB0002366","(M-H2O-H)-","0.6079000",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T46",224.819042,46.17498398,NA,1,3,"Dibromochloromethane","NA","HMDB0059903","C14692","HMDB0059903","(M+F)-","16.97242",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T100",225.0261104,99.76749039,NA,3,3,"N-Acetylglutamine","2490-97-3","HMDB0006029","NA","HMDB0006029","(M+K-2H)-","5.491205",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T274",225.0514471,274.3295441,NA,3,3,"Uridine","58-96-8","HMDB0000296","C00299","HMDB0000296","(M-H2O-H)-","0.472565",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T495",225.0883531,495.1016541,NA,3,3,"Hydroxyphenylacetylglycine","28116-23-6","HMDB0000735","C05596","HMDB0000735","(M+NH4-2H)-","0.6131375",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T573",225.1128552,573.461792,NA,3,3,"Polyethylene, oxidized","68441-17-8","HMDB0032472","NA","HMDB0032472","(M-H2O-H)-","0.796375",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T964",225.016594,964.3529663,NA,3,3,"Fucose 1-phosphate","16562-58-6","HMDB0001265","C02985","HMDB0001265","(M-H2O-H)-","0.774760",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T409",225.1243551,408.5890808,NA,3,3,"Hydroxyprolyl-Isoleucine","NA","HMDB0028866","NA","HMDB0028866","(M-H2O-H)-","0.130095",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T504",225.1604545,503.8579712,NA,3,3,"Leucylleucine","3303-31-9","HMDB0028933","C11332","HMDB0028933","(M-H2O-H)-","0.8453525",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T240",225.1244104,239.52771,NA,3,3,"Hydroxyprolyl-Isoleucine","NA","HMDB0028866","NA","HMDB0028866","(M-H2O-H)-","0.008155",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M225T660",225.149245,660.2786865,NA,3,3,"1,11-Undecanedicarboxylic acid","505-52-2","HMDB0002327","NA","HMDB0002327","(M-H2O-H)-","0.78564",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T226",225.9889003,226.0960846,NA,3,3,"Kynurenic acid","492-27-3","HMDB0000715","C01717","HMDB0000715","(M+K-2H)-","5.731987",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T88",226.0208021,87.7272644,NA,3,3,"Asparaginylglycine","67576-72-1","HMDB0028731","NA","HMDB0028731","(M+K-2H)-","6.884365",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T401",226.0798062,401.0729828,NA,3,3,"Ethyl 1-(propylthio)propyl disulfide","183554-24-7","HMDB0033048","NA","HMDB0033048","(M+NH4-2H)-","8.608885",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T499",226.0799471,499.1083374,NA,3,3,"Asparaginyl-Hydroxyproline","NA","HMDB0028732","NA","HMDB0028732","(M-H2O-H)-","8.308762",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T580",226.1160658,579.5540771,NA,3,3,"Asparaginylisoleucine","438533-59-6","HMDB0028734","NA","HMDB0028734","(M-H2O-H)-","8.975760",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T251",226.0716759,250.8495789,NA,3,3,"(2E)-3-(2,4-dihydroxy-5-methoxyphenyl)prop-2-enoic acid","NA","HMDB0125514","NA","HMDB0125514","(M+NH4-2H)-","1.118805",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T619",226.1447545,618.5432129,NA,3,3,"2-Methylbutyroylcarnitine","31023-25-3","HMDB0000378","NA","HMDB0000378","(M-H2O-H)-","0.1343225",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M226T509",226.1637573,508.6537781,NA,3,3,"N-Desmethyl tapentadol","NA","HMDB0060611","NA","HMDB0060611","(M+F)-"," 6.357502",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T53",226.9518618,52.9153595,NA,3,3,"3-Hydroxy-4-aminopyridine sulfate","NA","HMDB0061120","NA","HMDB0061120","(M+K-2H)-"," 3.913950",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T503",227.0712742,502.5668945,NA,3,3,"7,8-dihydroxy-6-(3-methylbut-2-en-1-yl)-2H-chromen-2-one","NA","HMDB0128650","NA","HMDB0128650","(M-H2O-H)-","0.0868275",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T415",227.0757424,414.6158142,NA,3,3,"Asparaginylasparagine","58471-52-6","HMDB0028726","NA","HMDB0028726","(M-H2O-H)-","6.942918",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T652",227.047766,652.2504272,NA,3,3,"1-(4-hydroxyphenyl)-4-methylpent-1-en-3-one","NA","HMDB0132934","NA","HMDB0132934","(M+K-2H)-","0.5342275",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T287",227.0924161,287.2788391,NA,3,3,"Propyl propane thiosulfonate","1113-13-9","HMDB0032496","NA","HMDB0032496","(M-H)-","0.143805",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T183",227.0562166,182.6220398,NA,3,3,"Norfuraneol","19322-27-1","HMDB0031859","NA","HMDB0031859","(2M-H)-","0.321210",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T51",227.0674852,51.48468018,NA,3,3,"Topaquinone","64192-68-3","HMDB0011639","NA","HMDB0011639","(M+NH4-2H)-","0.2819925",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T102",227.0671381,101.5304794,NA,3,3,"5,6-Dihydrouridine","5627-05-4","HMDB0000497","NA","HMDB0000497","(M-H2O-H)-","0.370225",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M227T498",227.1286476,497.9095917,NA,3,3,"3-Hydroxydodecanedioic acid","34574-69-1","HMDB0000413","NA","HMDB0000413","(M-H2O-H)-","0.440535",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M228T203",228.0096537,203.2350235,NA,3,3,"Clonidine","4205-90-7","HMDB0014714","NA","HMDB0014714","(M-H)-","0.9975425",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M228T83",228.0386076,83.38627625,NA,3,3,"Isoniazid pyruvate","NA","HMDB0060664","C16624","HMDB0060664","(M+Na-2H)-","1.208923",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M228T624",228.1599866,624.0598755,NA,3,3,"N-Decanoylglycine","NA","HMDB0013267","NA","HMDB0013267","(M-H)-","1.267518",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M228T508",228.1241478,507.5386963,NA,3,3,"3,4-Methyleneazelaic acid","NA","HMDB0059744","NA","HMDB0059744","(M+NH4-2H)-","0.0280000",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M228T410",228.1320473,409.6824951,NA,3,3,"Lysyl-Threonine","NA","HMDB0028961","NA","HMDB0028961","(M-H2O-H)-","8.147188",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M229T91",229.0390196,90.86764526,NA,3,3,"m-Chlorohippuric acid","57728-59-3","HMDB0001309","NA","HMDB0001309","(M+NH4-2H)-","1.121915",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M229T445",229.1077582,444.5119934,NA,3,3,"Prenyl glucoside","117861-55-9","HMDB0031876","C09808","HMDB0031876","(M-H2O-H)-","0.82543",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M229T218",229.0346832,218.0531998,NA,3,3,"Aminofurantoin","NA","HMDB0060589","NA","HMDB0060589","(M+Na-2H)-","0.857645",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M229T547",229.1438456,546.9398193,NA,3,3,"Bis(1-methylethyl) hexanedioate","6938-94-9","HMDB0041613","C14523","HMDB0041613","(M-H)-","1.65897",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M229T314",229.071841,314.0383301,NA,3,3,"Sedoheptulose","3019-74-7","HMDB0003219","C02076","HMDB0003219","(M+F)-","2.529505",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T206",229.9924327,205.8778763,NA,3,3,"5,6-Dihydroxyindole-2-carboxylic acid","4790-08-3","HMDB0001253","C04185","HMDB0001253","(M+K-2H)-","15.81246",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T55",229.9926631,54.95772552,NA,3,3,"Alendronic acid","66376-36-1","HMDB0001915","C07752","HMDB0001915","(M-H2O-H)-","15.40425",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T172",230.0662494,172.3365479,NA,3,3,"N2-Succinyl-L-glutamic acid 5-semialdehyde","NA","HMDB0001180","C05932","HMDB0001180","(M-H)-","1.844383",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T307",230.0747841,307.2882996,NA,3,3,"1-Hydroxylorcaserin","NA","HMDB0060704","NA","HMDB0060704","(M+F)-","1.269205",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T415",230.1027089,415.3751831,NA,3,3,"Minoxidil","38304-91-5","HMDB0014494","NA","HMDB0014494","(M+Na-2H)-","0.8719325",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M230T560",230.0898171,559.5416565,NA,3,3,"4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol","76014-81-8","HMDB0041809","C19574","HMDB0041809","(M+Na-2H)-"," 3.274097",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T414",230.9905104,413.6335449,NA,3,3,"Aldehydo-L-iduronate","NA","HMDB0062783","NA","HMDB0062783","(M+K-2H)-","1.855655",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T600",230.996256,600.3718262,NA,3,3,"3,4-Dihydroxyphenylglycol O-sulfate","3415-68-7","HMDB0001474","NA","HMDB0001474","(M-H2O-H)-","1.418410",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T157",231.0443566,157.1815338,NA,3,3,"gamma-Glutamylcysteine","636-58-8","HMDB0001049","C00669","HMDB0001049","(M-H2O-H)-","0.2141450",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T46_2",231.008563,45.80033875,NA,3,3,"trans-Ferulic acid","537-98-4","HMDB0000954","C01494","HMDB0000954","(M+K-2H)-","5.13548",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T438",231.0855893,438.1284485,NA,3,3,"S-2,5-Dimethyl-3-furanyl 3-methylbutanethioate","55764-28-8","HMDB0037153","NA","HMDB0037153","(M+F)-","1.027865",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T585",231.1384418,584.52948,NA,3,3,"Gemfibrozil","25812-30-0","HMDB0015371","C07020","HMDB0015371","(M-H2O-H)-","1.381925",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T299",231.0868091,299.3398438,NA,3,3,"2-Methylacetoacetic acid","76652-88-5","HMDB0003771","NA","HMDB0003771","(2M-H)-","1.44784",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T897",231.1750311,896.6677856,NA,3,3,"Norambreinolide","564-20-5","HMDB0035293","NA","HMDB0035293","(M-H2O-H)-","0.87244",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T983",231.0512163,982.6174011,NA,3,3,"Hexahydro-2',4-dimethylspiro[1,3-dithiolo[4,5-c]furan-2,3'(2'H)-furan]","38325-26-7","HMDB0037808","NA","HMDB0037808","(M-H)-","1.63709",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T106",231.1346962,106.0575714,NA,3,3,"Spermic acid 2","14209-33-7","HMDB0013075","NA","HMDB0013075","(M-H)-","0.777345",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M231T264",231.2615178,264.1110229,NA,1,3,"Solamine","17232-87-0","HMDB0031202","NA","HMDB0031202","(M+NH4-2H)-","15.17464",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M232T206",232.0283054,206.3225021,NA,3,3,"Dopamine 4-sulfate","38339-02-5","HMDB0004148","C13691","HMDB0004148","(M-H)-","0.4693925",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M232T510",232.059222,510.0071716,NA,3,3,"Meglumine","NA","HMDB0240291","NA","HMDB0240291","(M+K-2H)-","0.1266275",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M232T969",232.0586452,969.1389771,NA,3,3,"3-Methoxytyrosine","7636-26-2","HMDB0001434","NA","HMDB0001434","(M+Na-2H)-","1.281773",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
"M232T739",232.058928,738.822998,NA,3,3,"3-Methoxytyrosine","7636-26-2","HMDB0001434","NA","HMDB0001434","(M+Na-2H)-","0.5747725",NA,NA,NA,NA,NA,NA,"HMDB.metabolite.data"
